,sentence,prediction,gold
545,[CLS] crap like this sure makes me want to rush right out and rescue people from dilemmas of their own making. [SEP] sure makes me [SEP],"['_', '_', '_', 'ARGM-ADV', 'V', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'V', 'ARG1']","['ARG0', '_', '_', 'ARGM-EXT', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-EXT', 'V', '_']"
546,[CLS] crap like this sure makes me want to rush right out and rescue people from dilemmas of their own making. [SEP] me want to [SEP],"['_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
547,[CLS] crap like this sure makes me want to rush right out and rescue people from dilemmas of their own making. [SEP] to rush right [SEP],"['_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', 'ARGM-MNR', 'ARGM-DIR', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', 'ARG1', '_', '_', 'V', '_', 'ARGM-DIR', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
548,[CLS] crap like this sure makes me want to rush right out and rescue people from dilemmas of their own making. [SEP] and rescue people [SEP],"['_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']","['_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', 'ARG2', 'ARG2', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']"
549,[CLS] crap like this sure makes me want to rush right out and rescue people from dilemmas of their own making. [SEP] own making. [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'ARGM-ADJ', 'V', '_', 'ARG1', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'ARGM-REC', 'V', '_', 'ARGM-REC', 'V', '_']"
550,"[CLS] though i am loathe to quote other writers at legnth in this space, this little bit from dan froomkin's "" white house briefing "" column in the washpost today is just too good to pass up ( read the whole column here ) : [SEP] i am loathe [SEP]","['_', 'ARG1', 'V', 'ARG2', 'ARG2', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARG2', 'ARG2', 'ARG2']","['_', 'ARG1', 'V', 'ARG2', 'ARG2', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARG2', 'ARG2', 'ARG2']"
551,"[CLS] though i am loathe to quote other writers at legnth in this space, this little bit from dan froomkin's "" white house briefing "" column in the washpost today is just too good to pass up ( read the whole column here ) : [SEP] to quote other [SEP]","['_', 'ARG0', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', 'ARG0', '_', '_', '_', '_', '_', 'V', '_', 'ARG2', '_', 'ARGM-EXT', 'ARGM-EXT', 'ARGM-EXT', '_', '_', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
552,"[CLS] though i am loathe to quote other writers at legnth in this space, this little bit from dan froomkin's "" white house briefing "" column in the washpost today is just too good to pass up ( read the whole column here ) : [SEP] today is just [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', 'V', 'ARGM-ADV', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARGM-ADV']","['_', '_', '_', 'ARGM-ADV', 'ARGM-ADV', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARGM-ADV', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARGM-ADV']"
553,"[CLS] though i am loathe to quote other writers at legnth in this space, this little bit from dan froomkin's "" white house briefing "" column in the washpost today is just too good to pass up ( read the whole column here ) : [SEP] too good to [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'ARGM-EXT', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-EXT', 'V', '_']","['_', '_', '_', 'ARGM-ADV', 'ARGM-ADV', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'ARGM-CXN', 'V', '_', 'C-ARGM-CXN', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-CXN', 'V', '_']"
554,"[CLS] though i am loathe to quote other writers at legnth in this space, this little bit from dan froomkin's "" white house briefing "" column in the washpost today is just too good to pass up ( read the whole column here ) : [SEP] to pass up [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
555,"[CLS] though i am loathe to quote other writers at legnth in this space, this little bit from dan froomkin's "" white house briefing "" column in the washpost today is just too good to pass up ( read the whole column here ) : [SEP] ( read the [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', 'V', '_']"
556,"[CLS] at the ask the president event on friday, one of the questions was about whether bush has any thoughts about his memoirs. [SEP] the ask the [SEP]","['_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
557,"[CLS] at the ask the president event on friday, one of the questions was about whether bush has any thoughts about his memoirs. [SEP] the questions was [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
558,"[CLS] at the ask the president event on friday, one of the questions was about whether bush has any thoughts about his memoirs. [SEP] questions was about [SEP]","['_', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']","['_', '_', '_', '_', '_', 'ARGM-TMP', '_', '_', '_', 'ARG1', '_', '_', '_', 'V', '_', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
559,"[CLS] at the ask the president event on friday, one of the questions was about whether bush has any thoughts about his memoirs. [SEP] bush has any [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARGM-PRR', '_', '_', '_', '_', '_', 'V', '_']"
560,"[CLS] at the ask the president event on friday, one of the questions was about whether bush has any thoughts about his memoirs. [SEP] any thoughts about [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-LVB', '_', 'V', '_', '_', 'ARG2', '_', '_', 'V', '_']"
561,[CLS] this is one example of what happens when bush gets a question that he hasn't anticipated. [SEP] this is one [SEP],"['ARG1', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']","['ARG1', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']"
562,[CLS] this is one example of what happens when bush gets a question that he hasn't anticipated. [SEP] what happens when [SEP],"['_', '_', '_', '_', '_', 'ARG1', 'V', '_', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']","['_', '_', '_', '_', '_', 'ARG1', 'V', '_', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']"
563,[CLS] this is one example of what happens when bush gets a question that he hasn't anticipated. [SEP] bush gets a [SEP],"['_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARGM-PRR', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
564,[CLS] this is one example of what happens when bush gets a question that he hasn't anticipated. [SEP] a question that [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'ARG2', 'ARGM-LVB', '_', 'V', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', '_', '_', 'V', '_']"
565,[CLS] this is one example of what happens when bush gets a question that he hasn't anticipated. [SEP] he hasn't [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_']"
566,[CLS] this is one example of what happens when bush gets a question that he hasn't anticipated. [SEP]n't anticipated. [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'ARG0', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'R-ARG1', 'ARG0', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_']"
567,"[CLS] "" q thank you - - i was wondering, there's a lot of talk right now about memoirs being written with the former president. [SEP] q thank you [SEP]","['_', 'ARG0', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', 'ARG1']","['_', '_', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']"
568,"[CLS] "" q thank you - - i was wondering, there's a lot of talk right now about memoirs being written with the former president. [SEP] i was wondering [SEP]","['_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
569,"[CLS] "" q thank you - - i was wondering, there's a lot of talk right now about memoirs being written with the former president. [SEP] was wondering, [SEP]","['_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
570,"[CLS] "" q thank you - - i was wondering, there's a lot of talk right now about memoirs being written with the former president. [SEP] there's a [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', '_', 'ARG1', '_', '_', '_', 'ARGM-TMP', '_', '_', '_', 'C-ARG1', '_', '_', '_', '_', '_', '_', 'V', 'V', '_']"
571,"[CLS] "" q thank you - - i was wondering, there's a lot of talk right now about memoirs being written with the former president. [SEP] of talk right [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', 'V', '_']"
572,"[CLS] "" q thank you - - i was wondering, there's a lot of talk right now about memoirs being written with the former president. [SEP] memoirs being written [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
573,"[CLS] "" q thank you - - i was wondering, there's a lot of talk right now about memoirs being written with the former president. [SEP] being written with [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'V', '_', '_', '_', 'ARG2', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'V', '_', '_', '_', 'ARGM-COM', '_', '_', 'V', '_']"
574,"[CLS] after you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say? [SEP] you are elected [SEP]","['_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
575,"[CLS] after you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say? [SEP] are elected in [SEP]","['_', 'ARG1', '_', 'V', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', 'ARG1', '_', 'V', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
576,"[CLS] after you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say? [SEP] memoirs say about [SEP]","['_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARGM-MOD', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARGM-MOD', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARGM-MOD', '_', 'ARG0', 'V', '_', 'ARG3', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
577,"[CLS] after you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say? [SEP] title be, [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARGM-MOD', '_', 'ARG1', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG2', 'ARGM-MOD', '_', 'ARG1', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']"
578,"[CLS] after you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say? [SEP] theme say? [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARGM-MOD', '_', '_', 'ARG0', 'V', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARGM-MOD', '_', '_', 'ARG0', 'V', '_', 'ARG0', '_', '_']"
579,"[CLS] "" the president : i appreciate that. [SEP] i appreciate that [SEP]","['_', '_', 'ARG0', '_', 'ARG0', 'V', 'ARG1', '_', 'ARG0', 'V', 'ARG1']","['_', '_', '_', '_', 'ARG0', 'V', 'ARG1', '_', 'ARG0', 'V', 'ARG1']"
580,"[CLS] there is a painting on my wall in the oval - - first of all, i don't know. [SEP] there is a [SEP]","['_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', 'V', '_', 'ARG1', '_', '_', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
581,"[CLS] there is a painting on my wall in the oval - - first of all, i don't know. [SEP] a painting on [SEP]","['_', '_', '_', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
582,"[CLS] there is a painting on my wall in the oval - - first of all, i don't know. [SEP] i don't [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_']"
583,"[CLS] there is a painting on my wall in the oval - - first of all, i don't know. [SEP]n't know. [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', '_', '_', '_', 'ARG0', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_']"
584,[CLS] i'm just speculating now. [SEP] i'm just [SEP],"['ARG1', 'V', 'V', '_', '_', '_', '_', '_', 'ARG1', 'V', 'V', '_']","['_', 'V', 'V', '_', '_', '_', '_', '_', '_', 'V', 'V', '_']"
585,[CLS] i'm just speculating now. [SEP] just speculating now [SEP],"['ARG0', '_', '_', 'ARGM-ADV', 'V', 'V', 'ARGM-TMP', '_', 'ARGM-ADV', 'V', 'V', 'ARGM-TMP']","['ARG0', '_', '_', 'ARGM-ADV', 'V', 'V', 'ARGM-TMP', '_', 'ARGM-ADV', 'V', 'V', 'ARGM-TMP']"
586,[CLS] i really haven't thought about writing a book. [SEP] really haven't [SEP],"['_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_']","['_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_']"
587,[CLS] i really haven't thought about writing a book. [SEP]n't thought about [SEP],"['ARG0', 'ARGM-ADV', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', 'ARG1', '_', '_', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_']","['ARG0', 'ARGM-ADV', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', 'ARG2', '_', '_', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_']"
588,[CLS] i really haven't thought about writing a book. [SEP] about writing a [SEP],"['ARG0', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', 'V', '_']"
589,[CLS] my life is too complicated right now trying to do my job. [SEP] life is too [SEP],"['_', 'ARG1', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']","['_', 'ARG1', 'V', '_', 'ARG2', '_', 'ARGM-TMP', 'ARGM-PRD', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']"
590,[CLS] my life is too complicated right now trying to do my job. [SEP] too complicated right [SEP],"['_', 'ARG1', '_', 'ARGM-EXT', 'V', '_', 'ARGM-TMP', 'ARGM-TMP', '_', '_', '_', '_', '_', 'ARGM-EXT', 'V', '_']","['_', 'ARG1', '_', 'ARGM-EXT', 'V', '_', 'ARGM-TMP', 'ARGM-CAU', '_', '_', '_', '_', '_', 'ARGM-EXT', 'V', '_']"
591,[CLS] my life is too complicated right now trying to do my job. [SEP] now trying to [SEP],"['_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_', 'ARG1', '_', '_', '_', 'ARGM-TMP', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', 'V', '_']"
592,[CLS] my life is too complicated right now trying to do my job. [SEP] to do my [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', 'V', '_']"
593,"[CLS] but if - - there's a painting on the wall in the oval office that shows a horseman charging up a steep cliff, and there are at least two other horsemen following. [SEP] there's a [SEP]","['_', '_', '_', '_', '_', 'V', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', '_']","['_', '_', '_', '_', '_', 'V', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', '_']"
594,"[CLS] but if - - there's a painting on the wall in the oval office that shows a horseman charging up a steep cliff, and there are at least two other horsemen following. [SEP] a painting on [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARGM-LOC', '_', '_', '_', '_', '_', 'ARGM-ADJ', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
595,"[CLS] but if - - there's a painting on the wall in the oval office that shows a horseman charging up a steep cliff, and there are at least two other horsemen following. [SEP] that shows a [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', '_', 'R-ARG0', 'V', '_', '_', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'R-ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', '_', 'R-ARG0', 'V', '_', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'R-ARG0', 'V', '_']"
